country,date_year,scientificNameID,scientificName,superfamilyid,county,dropped,fieldNumber,aphiaID,decimalLatitude,subclassid,phylumid,familyid,catalogNumber,basisOfRecord,modified,maximumDepthInMeters,id,order,dataset_id,locality,stateProvince,decimalLongitude,collectionCode,date_end,speciesid,occurrenceID,superfamily,date_start,genus,dateIdentified,eventDate,absence,subfamily,genusid,originalScientificName,marine,minimumDepthInMeters,subfamilyid,infraclassid,institutionCode,date_mid,infraclass,identifiedBy,class,orderid,kingdom,waterBody,specificEpithet,recordedBy,classid,phylum,lifeStage,species,subclass,family,kingdomid,node_id,flags,sss,shoredistance,sst,bathymetry,references,year,occurrenceStatus,terrestrial,bibliographicCitation,brackish,scientificNameAuthorship,typeStatus,geodeticDatum,datasetID,depth,subphylumid,locationRemarks,subkingdom,associatedMedia,subkingdomid,subphylum,subterclassid,subterclass,superorder,superorderid,tribeid,tribe,suborderid,suborder,infraorderid,verbatimLocality,month,eventID,infraorder,datasetName,namePublishedIn,higherGeography,taxonomicStatus,infraspecificEpithet,dynamicProperties,individualCount,associatedReferences,day,preparations,coordinateUncertaintyInMeters,taxonRank,footprintWKT,previousIdentifications,subgenus,subgenusid,taxonRemarks,recordNumber,eventRemarks,coordinatePrecision
Argentina,2009,urn:lsid:marinespecies.org:taxname:334894,Syllis prolixa,NA,Mar del Plata,FALSE,B1 25x25,334894,-38.021305,754174,882,948,ArgentinaBuenos AiresMar del PlataPlaya ChicaLT1200939121,HumanObservation,2010-04-26T00:00:00Z,NA,36282eb3-0806-49bd-9a5e-fbd6dfbf0520,Phyllodocida,0c59dc30-4b06-4572-addc-155042f81fd0,Playa Chica,Buenos Aires,-57.527444,NaGISA,1236556800000,334894,NaGISA-52102,NA,1236556800000,Syllis,2009,2009-03-09,FALSE,Syllinae,129680,Syllis prolixa,TRUE,NA,152223,NA,Laboratorio de Ecosistemas Costeros,1236556800000,NA,María Bagur,Polychaeta,892,Animalia,Atlantic,prolixa,"Palomo G.,Bagur M.,Arribas L.",883,Annelida,adults,Syllis prolixa,Errantia,Syllidae,2,8385435b-bcf5-4bec-b827-8b480163d479,"no_depth,on_land",32.71,-33,15.21,-30,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,928,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2009,urn:lsid:marinespecies.org:taxname:367978,Brachidontes rodriguezii,491766,Mar del Plata,FALSE,M5 25x25,367978,-38.021305,1424948,51,211,ArgentinaBuenos AiresMar del PlataPlaya ChicaMT520093899,HumanObservation,2010-04-26T00:00:00Z,NA,363e6ec3-ab9d-47e4-8ff7-154db1efa6a4,Mytilida,0c59dc30-4b06-4572-addc-155042f81fd0,Playa Chica,Buenos Aires,-57.527444,NaGISA,1236470400000,367978,NaGISA-36121,Mytiloidea,1236470400000,Brachidontes,2009,2009-03-08,FALSE,Brachidontinae,138215,Brachidontes rodriguezii,TRUE,NA,510720,206,Laboratorio de Ecosistemas Costeros,1236470400000,Pteriomorphia,María Bagur,Bivalvia,210,Animalia,Atlantic,rodriguezii,"Palomo G.,Bagur M.,Arribas L.",105,Mollusca,juvenils and adults,Brachidontes rodriguezii,Autobranchia,Mytilidae,2,8385435b-bcf5-4bec-b827-8b480163d479,"no_depth,on_land",32.71,-33,15.21,-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2010,urn:lsid:marinespecies.org:taxname:533427,Siphonaria lessonii,382225,NA,FALSE,Ar-Ba-Mp-Pc-M3,533427,-38.0213,14712,51,23118,NA,HumanObservation,NA,NA,368bab8e-cb19-44ba-ad2d-18bfdc19106c,Siphonariida,81db945e-d319-4237-b49e-cd3e78937393,Mar del Plata,Buenos Aires,-57.5274,NA,1280188800000,533427,Ar-Ba-Mp-Pc-Ba-3-113,Siphonarioidea,1280188800000,Siphonaria,NA,2010-07-27,FALSE,NA,138489,Siphonaria lessonii,TRUE,NA,NA,1057247,NA,1280188800000,Euthyneura,NA,Gastropoda,1057459,Animalia,Atlantic Ocean,NA,GPalomo,101,Mollusca,NA,Siphonaria lessonii,Heterobranchia,Siphonariidae,2,8385435b-bcf5-4bec-b827-8b480163d479,"no_depth,on_land",32.71,-29,15.21,-30,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,Midtide,NA,2394,NA,NA,1057250,Tectipleura,Siphonarimorpha,1057458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2008,urn:lsid:marinespecies.org:taxname:129337,Lumbrineris,NA,Mar del Plata,FALSE,B5 25x25,129337,-38.021305,754174,882,967,ARG267,HumanObservation,2009-07-29T00:00:00Z,NA,368bf474-d5e7-4e29-8894-60cd1645702c,Eunicida,0c59dc30-4b06-4572-addc-155042f81fd0,Playa Chica,Buenos Aires,-57.527444,NaGISA,1205452800000,NA,NaGISA-5634,NA,1205452800000,Lumbrineris,2008,2008-03-14,FALSE,NA,129337,Lumbrineris,TRUE,NA,NA,NA,Laboratorio de Ecosistemas Costeros,1205452800000,NA,María Bagur,Polychaeta,895,Animalia,Atlantic,NA,"Palomo G.,Bagur M.,Arribas L.,Brogger T.,Lauretta D.",883,Annelida,adults,NA,Errantia,Lumbrineridae,2,8385435b-bcf5-4bec-b827-8b480163d479,"no_depth,on_land",32.71,-33,15.21,-30,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2009,urn:lsid:marinespecies.org:taxname:533427,Siphonaria lessonii,382225,Mar del Plata,FALSE,A2 25x25,533427,-38.021305,14712,51,23118,ArgentinaBuenos AiresMar del PlataPlaya ChicaHT220093816,HumanObservation,2010-04-26T00:00:00Z,NA,36a080fe-fc31-4e86-99cc-1cef359206c5,Siphonariida,0c59dc30-4b06-4572-addc-155042f81fd0,Playa Chica,Buenos Aires,-57.527444,NaGISA,1236470400000,533427,NaGISA-9649,Siphonarioidea,1236470400000,Siphonaria,2009,2009-03-08,FALSE,NA,138489,Siphonaria lessonii,TRUE,NA,NA,1057247,Laboratorio de Ecosistemas Costeros,1236470400000,Euthyneura,María Bagur,Gastropoda,1057459,Animalia,Atlantic,lessoni,"Palomo G.,Bagur M.,Arribas L.",101,Mollusca,juvenils and adults,Siphonaria lessonii,Heterobranchia,Siphonariidae,2,8385435b-bcf5-4bec-b827-8b480163d479,"no_depth,on_land",32.71,-33,15.21,-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057250,Tectipleura,Siphonarimorpha,1057458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2008,urn:lsid:marinespecies.org:taxname:334894,Syllis prolixa,NA,Mar del Plata,FALSE,M4 25x25,334894,-38.021305,754174,882,948,ARG348,HumanObservation,2009-07-29T00:00:00Z,NA,36c32ffe-e4b8-486d-b426-33fcda63edba,Phyllodocida,0c59dc30-4b06-4572-addc-155042f81fd0,Playa Chica,Buenos Aires,-57.527444,NaGISA,1205539200000,334894,NaGISA-53836,NA,1205539200000,Syllis,2008,2008-03-15,FALSE,Syllinae,129680,Syllis prolixa,TRUE,NA,152223,NA,Laboratorio de Ecosistemas Costeros,1205539200000,NA,María Bagur,Polychaeta,892,Animalia,Atlantic,prolixa,"Palomo G.,Bagur M.,Arribas L.,Brogger T.,Lauretta D.",883,Annelida,adults,Syllis prolixa,Errantia,Syllidae,2,8385435b-bcf5-4bec-b827-8b480163d479,"no_depth,on_land",32.71,-33,15.21,-30,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,928,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2007,urn:lsid:marinespecies.org:taxname:533427,Siphonaria lessonii,382225,Mar del Plata,FALSE,A4 25x25,533427,-38.021305,14712,51,23118,ARG2,HumanObservation,2008-11-26T00:00:00Z,NA,375a8b86-535f-42bf-8d83-c4aa40dd46de,Siphonariida,0c59dc30-4b06-4572-addc-155042f81fd0,Playa Chica,Buenos Aires,-57.527444,NaGISA,1172534400000,533427,NaGISA-11376,Siphonarioidea,1172534400000,Siphonaria,2008,2007-02-27,FALSE,NA,138489,Siphonaria lessonii,TRUE,NA,NA,1057247,Laboratorio de Ecosistemas Costeros,1172534400000,Euthyneura,María Bagur,Gastropoda,1057459,Animalia,Atlantic,lessoni,"Palomo G.,Cuevas J. M.",101,Mollusca,juvenils and adults,Siphonaria lessonii,Heterobranchia,Siphonariidae,2,8385435b-bcf5-4bec-b827-8b480163d479,"no_depth,on_land",32.71,-33,15.21,-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057250,Tectipleura,Siphonarimorpha,1057458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2007,urn:lsid:marinespecies.org:taxname:144639,Vertebrata fucoides,NA,Mar del Plata,FALSE,A2 50x50,637672,-38.021305,196243,852,143674,ARG56,HumanObservation,2008-11-26T00:00:00Z,NA,378e6907-02a1-4793-a1de-4ca4b9da7aa1,Ceramiales,0c59dc30-4b06-4572-addc-155042f81fd0,Playa Chica,Buenos Aires,-57.527444,NaGISA,1172534400000,637672,NaGISA-48536,NA,1172534400000,Vertebrata,2008,2007-02-27,FALSE,NA,370321,Vertebrata fucoides,TRUE,NA,NA,NA,Laboratorio de Ecosistemas Costeros,1172534400000,NA,María Bagur,Florideophyceae,860,Plantae,Atlantic,fucoides,"Palomo G.,Cuevas J. M.",368670,Rhodophyta,NA,Vertebrata fucoides,Rhodymeniophycidae,Rhodomelaceae,3,8385435b-bcf5-4bec-b827-8b480163d479,"no_depth,on_land",32.71,-33,15.21,-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493826,NA,Biliphyta,NA,368662,Eurhodophytina,NA,NA,NA,NA,1309985,Streblocladieae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2008,urn:lsid:marinespecies.org:taxname:143826,Anotrichium,NA,Mar del Plata,FALSE,2008PCh-1-4,143826,-38.021305,196243,852,493877,ARG492,HumanObservation,2009-07-29T00:00:00Z,NA,38028ead-d459-4f4b-a9f5-5d02ca203476,Ceramiales,0c59dc30-4b06-4572-addc-155042f81fd0,Playa Chica,Buenos Aires,-57.527444,NaGISA,1222300800000,NA,NaGISA-38888,NA,1222300800000,Anotrichium,2008,2008-09-25,FALSE,NA,143826,Anotrichium,TRUE,NA,NA,NA,Universidad Nacional de Mar del Plata,1222300800000,NA,Jesús D. Nuñez,Florideophyceae,860,Plantae,Atlantic,NA,"Maximiliano Cledón,Nahuel E. Farias,Jesús D. Nuñez,Emiliano H. Ocampo,Nicolás Chjiaradia",368670,Rhodophyta,NA,NA,Rhodymeniophycidae,Wrangeliaceae,3,8385435b-bcf5-4bec-b827-8b480163d479,"no_depth,on_land",32.71,-33,15.21,-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493826,NA,Biliphyta,NA,368662,Eurhodophytina,NA,NA,NA,NA,172597,Griffithsieae,1304923,Spermothamniineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2009,urn:lsid:marinespecies.org:taxname:144294,Ulva,NA,Mar del Plata,FALSE,B5 50x50 09,144296,-38.021305,NA,801,143794,ArgentinaBuenos AiresMar del PlataPlaya ChicaLT5200939237,HumanObservation,2010-04-26T00:00:00Z,NA,38674223-fe06-4843-8163-c87f811e5b3a,Ulvales,0c59dc30-4b06-4572-addc-155042f81fd0,Playa Chica,Buenos Aires,-57.527444,NaGISA,1236556800000,NA,NaGISA-37823,NA,1236556800000,Ulva,2009,2009-03-09,FALSE,NA,144296,Ulva,TRUE,NA,NA,NA,Laboratorio de Ecosistemas Costeros,1236556800000,NA,María Bagur,Ulvophyceae,827,Plantae,Atlantic,NA,"Palomo G.,Bagur M.,Arribas L.",146216,Chlorophyta,NA,NA,NA,Ulvaceae,3,8385435b-bcf5-4bec-b827-8b480163d479,"no_depth,on_land",32.71,-33,15.21,-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1304953,NA,Viridiplantae,NA,368663,Chlorophytina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2007,urn:lsid:marinespecies.org:taxname:145108,Corallina officinalis,NA,Mar del Plata,FALSE,M4 50x50,145108,-38.021305,368687,852,143691,ARG75,HumanObservation,2008-11-26T00:00:00Z,NA,3872ef3e-5b44-4892-ade3-346f1ecebf08,Corallinales,0c59dc30-4b06-4572-addc-155042f81fd0,Playa Chica,Buenos Aires,-57.527444,NaGISA,1172534400000,145108,NaGISA-36588,NA,1172534400000,Corallina,2008,2007-02-27,FALSE,Corallinoideae,144007,Corallina officinalis,TRUE,NA,163505,NA,Laboratorio de Ecosistemas Costeros,1172534400000,NA,María Bagur,Florideophyceae,15308,Plantae,Atlantic,officinalis,"Palomo G.,Cuevas J. M.",368670,Rhodophyta,NA,Corallina officinalis,Corallinophycidae,Corallinaceae,3,8385435b-bcf5-4bec-b827-8b480163d479,"no_depth,on_land",32.71,-33,15.21,-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493826,NA,Biliphyta,NA,368662,Eurhodophytina,NA,NA,NA,NA,493999,Corallineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2009,urn:lsid:marinespecies.org:taxname:334894,Syllis prolixa,NA,Mar del Plata,FALSE,B2 25x25,334894,-38.021305,754174,882,948,ArgentinaBuenos AiresMar del PlataPlaya ChicaLT2200939137,HumanObservation,2010-04-26T00:00:00Z,NA,3900c113-e43e-4c98-a185-d57f087beadf,Phyllodocida,0c59dc30-4b06-4572-addc-155042f81fd0,Playa Chica,Buenos Aires,-57.527444,NaGISA,1236556800000,334894,NaGISA-27899,NA,1236556800000,Syllis,2009,2009-03-09,FALSE,Syllinae,129680,Syllis prolixa,TRUE,NA,152223,NA,Laboratorio de Ecosistemas Costeros,1236556800000,NA,María Bagur,Polychaeta,892,Animalia,Atlantic,prolixa,"Palomo G.,Bagur M.,Arribas L.",883,Annelida,adults,Syllis prolixa,Errantia,Syllidae,2,8385435b-bcf5-4bec-b827-8b480163d479,"no_depth,on_land",32.71,-33,15.21,-30,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,928,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2008,urn:lsid:marinespecies.org:taxname:334894,Syllis prolixa,NA,Mar del Plata,FALSE,B1 25x25,334894,-38.021305,754174,882,948,ARG166,HumanObservation,2009-07-29T00:00:00Z,NA,397e15f3-cb5a-4abc-9e00-aca8cd734a52,Phyllodocida,0c59dc30-4b06-4572-addc-155042f81fd0,Playa Chica,Buenos Aires,-57.527444,NaGISA,1205452800000,334894,NaGISA-29777,NA,1205452800000,Syllis,2008,2008-03-14,FALSE,Syllinae,129680,Syllis prolixa,TRUE,NA,152223,NA,Laboratorio de Ecosistemas Costeros,1205452800000,NA,María Bagur,Polychaeta,892,Animalia,Atlantic,prolixa,"Palomo G.,Bagur M.,Arribas L.,Brogger T.,Lauretta D.",883,Annelida,adults,Syllis prolixa,Errantia,Syllidae,2,8385435b-bcf5-4bec-b827-8b480163d479,"no_depth,on_land",32.71,-33,15.21,-30,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,928,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2009,urn:lsid:marinespecies.org:taxname:718572,Mytilus platensis,491766,Mar del Plata,FALSE,A3 25x25,506158,-38.021305,1424948,51,211,ArgentinaBuenos AiresMar del PlataPlaya ChicaHT320093828,HumanObservation,2010-04-26T00:00:00Z,NA,39c7d5d8-31a3-4406-85c9-d6dbc512adf3,Mytilida,0c59dc30-4b06-4572-addc-155042f81fd0,Playa Chica,Buenos Aires,-57.527444,NaGISA,1236470400000,506158,NaGISA-21831,Mytiloidea,1236470400000,Mytilus,2009,2009-03-08,FALSE,Mytilinae,138228,Mytilus platensis,TRUE,NA,224589,206,Laboratorio de Ecosistemas Costeros,1236470400000,Pteriomorphia,María Bagur,Bivalvia,210,Animalia,Atlantic,edulis,"Palomo G.,Bagur M.,Arribas L.",105,Mollusca,adult,Mytilus platensis,Autobranchia,Mytilidae,2,8385435b-bcf5-4bec-b827-8b480163d479,"no_depth,on_land",32.71,-33,15.21,-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,platensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2009,urn:lsid:marinespecies.org:taxname:144294,Ulva,NA,Mar del Plata,FALSE,A3 50x50 09,144296,-38.021305,NA,801,143794,ArgentinaBuenos AiresMar del PlataPlaya ChicaHT3200938187,HumanObservation,2010-04-26T00:00:00Z,NA,39db5615-fa3c-4de7-9a99-78807076da51,Ulvales,0c59dc30-4b06-4572-addc-155042f81fd0,Playa Chica,Buenos Aires,-57.527444,NaGISA,1236470400000,NA,NaGISA-29749,NA,1236470400000,Ulva,2009,2009-03-08,FALSE,NA,144296,Ulva,TRUE,NA,NA,NA,Laboratorio de Ecosistemas Costeros,1236470400000,NA,María Bagur,Ulvophyceae,827,Plantae,Atlantic,NA,"Palomo G.,Bagur M.,Arribas L.",146216,Chlorophyta,NA,NA,NA,Ulvaceae,3,8385435b-bcf5-4bec-b827-8b480163d479,"no_depth,on_land",32.71,-33,15.21,-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1304953,NA,Viridiplantae,NA,368663,Chlorophytina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2010,urn:lsid:marinespecies.org:taxname:145651,Ahnfeltiopsis devoniensis,NA,NA,FALSE,Ar-Ba-Mp-Pc-M7,145651,-38.0213,196243,852,143738,NA,HumanObservation,NA,NA,39fcd7ef-2bee-4315-a69e-81e5cf3007df,Gigartinales,81db945e-d319-4237-b49e-cd3e78937393,Mar del Plata,Buenos Aires,-57.5274,NA,1280188800000,145651,Ar-Ba-Mp-Pc-Ba-7-6,NA,1280188800000,Ahnfeltiopsis,NA,2010-07-27,FALSE,NA,144164,Ahnfeltiopsis devoniensis,TRUE,NA,NA,NA,NA,1280188800000,NA,NA,Florideophyceae,871,Plantae,Atlantic Ocean,NA,GPalomo,368670,Rhodophyta,NA,Ahnfeltiopsis devoniensis,Rhodymeniophycidae,Phyllophoraceae,3,8385435b-bcf5-4bec-b827-8b480163d479,"no_depth,on_land",32.71,-29,15.21,-30,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,493826,Midtide,Biliphyta,2417,368662,Eurhodophytina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2008,urn:lsid:marinespecies.org:taxname:334894,Syllis prolixa,NA,Mar del Plata,FALSE,B2 25x25,334894,-38.021305,754174,882,948,ARG193,HumanObservation,2009-07-29T00:00:00Z,NA,3a897399-abe0-44e2-a768-17d69954508d,Phyllodocida,0c59dc30-4b06-4572-addc-155042f81fd0,Playa Chica,Buenos Aires,-57.527444,NaGISA,1205452800000,334894,NaGISA-9663,NA,1205452800000,Syllis,2008,2008-03-14,FALSE,Syllinae,129680,Syllis prolixa,TRUE,NA,152223,NA,Laboratorio de Ecosistemas Costeros,1205452800000,NA,María Bagur,Polychaeta,892,Animalia,Atlantic,prolixa,"Palomo G.,Bagur M.,Arribas L.,Brogger T.,Lauretta D.",883,Annelida,adults,Syllis prolixa,Errantia,Syllidae,2,8385435b-bcf5-4bec-b827-8b480163d479,"no_depth,on_land",32.71,-33,15.21,-30,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,928,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2008,urn:lsid:marinespecies.org:taxname:334894,Syllis prolixa,NA,Mar del Plata,FALSE,A2 25x25,334894,-38.021305,754174,882,948,ARG108,HumanObservation,2009-07-29T00:00:00Z,NA,3a9b1f6a-5f06-4c22-ba29-6d3284be687e,Phyllodocida,0c59dc30-4b06-4572-addc-155042f81fd0,Playa Chica,Buenos Aires,-57.527444,NaGISA,1205452800000,334894,NaGISA-11829,NA,1205452800000,Syllis,2008,2008-03-14,FALSE,Syllinae,129680,Syllis prolixa,TRUE,NA,152223,NA,Laboratorio de Ecosistemas Costeros,1205452800000,NA,María Bagur,Polychaeta,892,Animalia,Atlantic,prolixa,"Palomo G.,Bagur M.,Arribas L.,Brogger T.,Lauretta D.",883,Annelida,adults,Syllis prolixa,Errantia,Syllidae,2,8385435b-bcf5-4bec-b827-8b480163d479,"no_depth,on_land",32.71,-33,15.21,-30,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,928,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,urn:lsid:marinespecies.org:taxname:1414652,Naineris argentiniensis,NA,NA,FALSE,NA,1414652,-38.0207,754175,882,902,sm_id_83341,PreservedSpecimen,2020-01-14T22:11:44Z,NA,3a9eeab8-3fd7-4221-a894-8ed1dbce8c3d,NA,b74b429a-4052-4f5b-bff3-fe0b5a2e8669,Mar del Plata,NA,-57.5262,WoRMS type localities,NA,1414652,WoRMS Editorial Board:WoRMS type localities:sm_id_83341,NA,NA,Naineris,NA,NA,FALSE,Orbiniinae,129419,Naineris argentiniensis,TRUE,0,152294,183607,WoRMS Editorial Board,NA,Scolecida,NA,Polychaeta,NA,Animalia,NA,argentiniensis,NA,883,Annelida,NA,Naineris argentiniensis,Sedentaria,Orbiniidae,2,4bf79a01-65a9-4db6-b37b-18434f26ddfc,on_land,32.71,-1,15.21,-30,http://www.marinespecies.org/aphia.php?p=specdetails&id=83341,NA,present,FALSE,"Read, G.; Fauchald, K. (Ed.) (2020). World Polychaeta database. <i>Naineris argentiniensis</i> Blake, 2017. Accessed through: World Register of Marine Species a [...]",FALSE,"Blake, 2017",holotype,EPSG:4326,IMIS:dasid:5184,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2009,urn:lsid:marinespecies.org:taxname:143853,Polysiphonia,NA,Mar del Plata,FALSE,A2 1x1 09,143853,-38.021305,196243,852,143674,ArgentinaBuenos AiresMar del PlataPlaya ChicaHT2200938244,HumanObservation,2010-04-26T00:00:00Z,NA,3bc10bb8-204b-440c-8fd7-050a0c2b7be8,Ceramiales,0c59dc30-4b06-4572-addc-155042f81fd0,Playa Chica,Buenos Aires,-57.527444,NaGISA,1236470400000,NA,NaGISA-16529,NA,1236470400000,Polysiphonia,2009,2009-03-08,FALSE,NA,143853,Polysiphonia,TRUE,NA,NA,NA,Laboratorio de Ecosistemas Costeros,1236470400000,NA,María Bagur,Florideophyceae,860,Plantae,Atlantic,NA,"Palomo G.,Bagur M.,Arribas L.",368670,Rhodophyta,NA,NA,Rhodymeniophycidae,Rhodomelaceae,3,8385435b-bcf5-4bec-b827-8b480163d479,"no_depth,on_land",32.71,-33,15.21,-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493826,NA,Biliphyta,NA,368662,Eurhodophytina,NA,NA,NA,NA,393561,Polysiphonieae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2009,urn:lsid:marinespecies.org:taxname:145984,Ulva lactuca,NA,Mar del Plata,FALSE,A5 50x50 09,145984,-38.021305,NA,801,143794,ArgentinaBuenos AiresMar del PlataPlaya ChicaHT5200938191,HumanObservation,2010-04-26T00:00:00Z,NA,3bff8378-137c-43e8-9d7b-d756303aa31e,Ulvales,0c59dc30-4b06-4572-addc-155042f81fd0,Playa Chica,Buenos Aires,-57.527444,NaGISA,1236470400000,145984,NaGISA-21826,NA,1236470400000,Ulva,2009,2009-03-08,FALSE,NA,144296,Ulva lactuca,TRUE,NA,NA,NA,Laboratorio de Ecosistemas Costeros,1236470400000,NA,María Bagur,Ulvophyceae,827,Plantae,Atlantic,lactuca,"Palomo G.,Bagur M.,Arribas L.",146216,Chlorophyta,NA,Ulva lactuca,NA,Ulvaceae,3,8385435b-bcf5-4bec-b827-8b480163d479,"no_depth,on_land",32.71,-33,15.21,-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1304953,NA,Viridiplantae,NA,368663,Chlorophytina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
