date,sst
2002-06-16,14.55267333984375
2002-07-16,16.771575927734375
2002-08-16,16.35125732421875
2002-09-16,15.937835693359375
2002-10-16,16.1383056640625
2002-11-16,15.28912353515625
2002-12-16,14.758209228515625
2003-01-16,14.71234130859375
2003-02-16,14.43988037109375
2003-03-16,13.2132568359375
2003-04-16,12.5333251953125
2003-05-16,13.13665771484375
2003-06-16,15.313690185546875
2003-07-16,17.39752197265625
2003-08-16,17.062042236328125
2003-09-16,17.006927490234375
2003-10-16,17.535369873046875
2003-11-16,15.304046630859375
2003-12-16,13.8751220703125
2004-01-16,13.339447021484375
2004-02-16,12.900665283203125
2004-03-16,13.7281494140625
2004-04-16,13.5223388671875
2004-05-16,14.144134521484375
2004-06-16,14.98577880859375
2004-07-16,16.99395751953125
2004-08-16,17.6842041015625
2004-09-16,19.0145263671875
2004-10-16,16.64361572265625
2004-11-16,15.85174560546875
2004-12-16,14.611907958984375
2005-01-16,14.2674560546875
2005-02-16,14.11932373046875
2005-03-16,14.76336669921875
2005-04-16,13.21771240234375
2005-05-16,14.210784912109375
2005-06-16,14.376312255859375
2005-07-16,16.257049560546875
2005-08-16,18.1195068359375
2005-09-16,17.13763427734375
2005-10-16,15.748321533203125
2005-11-16,15.290985107421875
2005-12-16,14.4912109375
2006-01-16,12.960784912109375
2006-02-16,13.517791748046875
2006-03-16,12.0716552734375
2006-04-16,13.324066162109375
2006-05-16,14.94793701171875
2006-06-16,16.318450927734375
2006-07-16,19.032958984375
2006-08-16,19.71063232421875
2006-09-16,18.428741455078125
2006-10-16,17.144989013671875
2006-11-16,16.8134765625
2006-12-16,14.873260498046875
2007-01-16,13.726837158203125
2007-02-16,14.0081787109375
2007-03-16,13.49676513671875
2007-04-16,12.957427978515625
2007-05-16,13.62811279296875
2007-06-16,15.45556640625
2007-07-16,18.2366943359375
2007-08-16,18.99005126953125
2007-09-16,17.24786376953125
2007-10-16,15.866790771484375
2007-11-16,15.25946044921875
2007-12-16,13.36297607421875
2008-01-16,12.843017578125
2008-02-16,12.772003173828125
2008-03-16,12.76446533203125
2008-04-16,12.399383544921875
2008-05-16,13.2156982421875
2008-06-16,16.026214599609375
2008-07-16,18.403289794921875
2008-08-16,18.927032470703125
2008-09-16,18.8248291015625
2008-10-16,17.03717041015625
2008-11-16,16.6595458984375
2008-12-16,14.18890380859375
2009-01-16,13.598785400390625
2009-02-16,13.3807373046875
2009-03-16,13.18377685546875
2009-04-16,12.787567138671875
2009-05-16,14.237579345703125
2009-06-16,16.231414794921875
2009-07-16,17.70703125
2009-08-16,18.055084228515625
2009-09-16,18.722259521484375
2009-10-16,17.524658203125
2009-11-16,16.165496826171875
2009-12-16,14.390472412109375
2010-01-16,14.533782958984375
2010-02-16,13.929534912109375
2010-03-16,13.740570068359375
2010-04-16,13.0699462890625
2010-05-16,12.527923583984375
2010-06-16,15.2965087890625
2010-07-16,16.237548828125
2010-08-16,15.8348388671875
2010-09-16,16.091094970703125
2010-10-16,16.5853271484375
2010-11-16,15.09527587890625
2010-12-16,13.172637939453125
2011-01-16,13.337982177734375
2011-02-16,13.12518310546875
2011-03-16,12.52813720703125
2011-04-16,13.0101318359375
2011-05-16,12.828369140625
2011-06-16,14.631866455078125
2011-07-16,17.686859130859375
2011-08-16,17.381072998046875
2011-09-16,17.71612548828125
2011-10-16,16.56427001953125
2011-11-16,15.309539794921875
2011-12-16,14.193145751953125
2012-01-16,14.023590087890625
2012-02-16,13.45025634765625
2012-03-16,12.502166748046875
2012-04-16,12.593505859375
2012-05-16,13.867950439453125
2012-06-16,16.147003173828125
2012-07-16,16.9632568359375
2012-08-16,19.04815673828125
2012-09-16,19.54461669921875
2012-10-16,19.134307861328125
2012-11-16,16.873779296875
2012-12-16,15.08514404296875
2013-01-16,13.22991943359375
2013-02-16,13.3140869140625
2013-03-16,13.5130615234375
2013-04-16,13.14422607421875
2013-05-16,15.0130615234375
2013-06-16,16.434906005859375
2013-07-16,17.631134033203125
2013-08-16,16.916778564453125
2013-09-16,17.864593505859375
2013-10-16,17.84515380859375
2013-11-16,16.735626220703125
2013-12-16,14.56048583984375
2014-01-16,14.957000732421875
2014-02-16,14.16259765625
2014-03-16,14.42041015625
2014-04-16,13.699493408203125
2014-05-16,14.9365234375
2014-06-16,17.49420166015625
2014-07-16,19.65673828125
2014-08-16,19.55072021484375
2014-09-16,20.33441162109375
2014-10-16,20.2620849609375
2014-11-16,18.345703125
2014-12-16,17.208404541015625
2015-01-16,15.757904052734375
2015-02-16,15.85760498046875
2015-03-16,15.468780517578125
2015-04-16,14.77593994140625
2015-05-16,14.836029052734375
2015-06-16,16.744110107421875
2015-07-16,19.003387451171875
2015-08-16,20.08892822265625
2015-09-16,21.69891357421875
2015-10-16,21.225311279296875
2015-11-16,17.62890625
2015-12-16,16.3358154296875
2016-01-16,14.8148193359375
2016-02-16,15.015716552734375
2016-03-16,14.73455810546875
2016-04-16,14.1939697265625
2016-05-16,14.57562255859375
2016-06-16,16.376251220703125
2016-07-16,19.329681396484375
2016-08-16,19.542633056640625
2016-09-16,18.486572265625
2016-10-16,17.516876220703125
2016-11-16,16.803436279296875
2016-12-16,14.543121337890625
2017-01-16,13.947296142578125
2017-02-16,13.82672119140625
2017-03-16,13.87371826171875
2017-04-16,13.189300537109375
2017-05-16,14.01971435546875
2017-06-16,16.02294921875
2017-07-16,18.70184326171875
2017-08-16,18.9150390625
2017-09-16,18.932830810546875
2017-10-16,18.39434814453125
2017-11-16,17.139892578125
2017-12-16,15.37017822265625
