date,sst
2002-06-16,19.283416748046875
2002-07-16,18.21844482421875
2002-08-16,17.842559814453125
2002-09-16,17.18280029296875
2002-10-16,17.6400146484375
2002-11-16,18.25738525390625
2002-12-16,20.63946533203125
2003-01-16,22.1121826171875
2003-02-16,22.611572265625
2003-03-16,21.609130859375
2003-04-16,19.082061767578125
2003-05-16,17.607696533203125
2003-06-16,18.00360107421875
2003-07-16,17.127655029296875
2003-08-16,17.20751953125
2003-09-16,16.6259765625
2003-10-16,17.04736328125
2003-11-16,18.561981201171875
2003-12-16,19.672882080078125
2004-01-16,22.1546630859375
2004-02-16,23.060546875
2004-03-16,20.337371826171875
2004-04-16,20.590545654296875
2004-05-16,17.998443603515625
2004-06-16,17.185821533203125
2004-07-16,16.55169677734375
2004-08-16,16.613006591796875
2004-09-16,17.301361083984375
2004-10-16,17.700897216796875
2004-11-16,18.81744384765625
2004-12-16,20.03753662109375
2005-01-16,21.71820068359375
2005-02-16,20.9473876953125
2005-03-16,21.2242431640625
2005-04-16,20.157440185546875
2005-05-16,19.1737060546875
2005-06-16,18.541229248046875
2005-07-16,17.8558349609375
2005-08-16,17.63232421875
2005-09-16,16.542327880859375
2005-10-16,16.00250244140625
2005-11-16,17.518463134765625
2005-12-16,19.35540771484375
2006-01-16,20.5531005859375
2006-02-16,20.771087646484375
2006-03-16,19.98162841796875
2006-04-16,17.751495361328125
2006-05-16,17.48492431640625
2006-06-16,18.617645263671875
2006-07-16,18.96875
2006-08-16,17.839263916015625
2006-09-16,16.702392578125
2006-10-16,16.61383056640625
2006-11-16,17.875
2006-12-16,18.172637939453125
2007-01-16,21.412353515625
2007-02-16,21.735931396484375
2007-03-16,20.215118408203125
2007-04-16,18.48138427734375
2007-05-16,16.644287109375
2007-06-16,15.72705078125
2007-07-16,16.62078857421875
2007-08-16,15.6787109375
2007-09-16,15.023406982421875
2007-10-16,15.1864013671875
2007-11-16,15.600921630859375
2007-12-16,16.748138427734375
2008-01-16,19.8629150390625
2008-02-16,21.213409423828125
2008-03-16,23.25311279296875
2008-04-16,18.651123046875
2008-05-16,17.63006591796875
2008-06-16,19.75067138671875
2008-07-16,19.533843994140625
2008-08-16,18.5528564453125
2008-09-16,17.203125
2008-10-16,15.9393310546875
2008-11-16,16.260498046875
2008-12-16,18.091949462890625
2009-01-16,19.433258056640625
2009-02-16,20.413421630859375
2009-03-16,20.60400390625
2009-04-16,19.51336669921875
2009-05-16,18.54815673828125
2009-06-16,19.114288330078125
2009-07-16,18.7274169921875
2009-08-16,18.235198974609375
2009-09-16,17.361572265625
2009-10-16,16.25408935546875
2009-11-16,17.50531005859375
2009-12-16,19.3321533203125
2010-01-16,21.9473876953125
2010-02-16,21.94024658203125
2010-03-16,20.885589599609375
2010-04-16,19.4132080078125
2010-05-16,18.5792236328125
2010-06-16,16.832000732421875
2010-07-16,15.651885986328125
2010-08-16,15.72802734375
2010-09-16,14.74139404296875
2010-10-16,14.947998046875
2010-11-16,15.833984375
2010-12-16,17.003662109375
2011-01-16,18.3238525390625
2011-02-16,20.284271240234375
2011-03-16,19.8485107421875
2011-04-16,18.35650634765625
2011-05-16,19.257049560546875
2011-06-16,19.102447509765625
2011-07-16,17.83660888671875
2011-08-16,16.79901123046875
2011-09-16,15.08331298828125
2011-10-16,15.71832275390625
2011-11-16,16.217864990234375
2011-12-16,17.05517578125
2012-01-16,18.93121337890625
2012-02-16,20.419891357421875
2012-03-16,20.6187744140625
2012-04-16,20.77166748046875
2012-05-16,19.942474365234375
2012-06-16,21.614044189453125
2012-07-16,18.552490234375
2012-08-16,17.333740234375
2012-09-16,16.73895263671875
2012-10-16,16.354736328125
2012-11-16,16.3824462890625
2012-12-16,17.68438720703125
2013-01-16,18.70416259765625
2013-02-16,20.1298828125
2013-03-16,19.65032958984375
2013-04-16,17.49383544921875
2013-05-16,17.6961669921875
2013-06-16,16.618865966796875
2013-07-16,15.9317626953125
2013-08-16,15.419158935546875
2013-09-16,15.554443359375
2013-10-16,15.046630859375
2013-11-16,15.92236328125
2013-12-16,17.83074951171875
2014-01-16,20.697235107421875
2014-02-16,20.77587890625
2014-03-16,20.657928466796875
2014-04-16,18.2176513671875
2014-05-16,21.777740478515625
2014-06-16,20.907196044921875
2014-07-16,17.6048583984375
2014-08-16,17.112335205078125
2014-09-16,15.96551513671875
2014-10-16,16.426055908203125
2014-11-16,16.949920654296875
2014-12-16,17.6956787109375
2015-01-16,19.306976318359375
2015-02-16,21.66436767578125
2015-03-16,20.776214599609375
2015-04-16,19.465789794921875
2015-05-16,22.022735595703125
2015-06-16,21.868865966796875
2015-07-16,19.0760498046875
2015-08-16,18.25341796875
2015-09-16,18.08154296875
2015-10-16,18.454345703125
2015-11-16,19.3345947265625
2015-12-16,20.708709716796875
2016-01-16,21.779388427734375
2016-02-16,23.11505126953125
2016-03-16,21.98651123046875
2016-04-16,19.7198486328125
2016-05-16,18.567352294921875
2016-06-16,17.571563720703125
2016-07-16,17.064056396484375
2016-08-16,16.924560546875
2016-09-16,16.941314697265625
2016-10-16,16.581207275390625
2016-11-16,17.248016357421875
2016-12-16,17.596527099609375
2017-01-16,20.435394287109375
2017-02-16,24.8798828125
2017-03-16,26.835784912109375
2017-04-16,20.8125
2017-05-16,19.5318603515625
2017-06-16,18.49298095703125
2017-07-16,18.150421142578125
2017-08-16,16.95098876953125
2017-09-16,16.163482666015625
2017-10-16,15.55792236328125
2017-11-16,16.396270751953125
2017-12-16,17.045928955078125
2018-01-16,18.450469970703125
2018-02-16,18.844696044921875
