date,sst
2002-06-16,25.57769775390625
2002-07-16,25.43951416015625
2002-08-16,25.790557861328125
2002-09-16,26.38482666015625
2002-10-16,26.278411865234375
2002-11-16,25.50445556640625
2002-12-16,24.809356689453125
2003-01-16,24.06060791015625
2003-02-16,23.64788818359375
2003-03-16,24.3846435546875
2003-04-16,24.449188232421875
2003-05-16,25.343414306640625
2003-06-16,26.384307861328125
2003-07-16,25.9210205078125
2003-08-16,26.08837890625
2003-09-16,26.47412109375
2003-10-16,27.02947998046875
2003-11-16,26.000823974609375
2003-12-16,24.9976806640625
2004-01-16,24.207672119140625
2004-02-16,24.76446533203125
2004-03-16,24.034515380859375
2004-04-16,24.5860595703125
2004-05-16,25.327392578125
2004-06-16,25.695587158203125
2004-07-16,26.328582763671875
2004-08-16,26.87835693359375
2004-09-16,27.462432861328125
2004-10-16,27.05792236328125
2004-11-16,26.71966552734375
2004-12-16,25.392120361328125
2005-01-16,24.43804931640625
2005-02-16,24.133392333984375
2005-03-16,23.99224853515625
2005-04-16,24.099395751953125
2005-05-16,25.216217041015625
2005-06-16,25.352081298828125
2005-07-16,25.89251708984375
2005-08-16,26.489837646484375
2005-09-16,26.66473388671875
2005-10-16,26.07537841796875
2005-11-16,25.56903076171875
2005-12-16,25.09442138671875
2006-01-16,24.47332763671875
2006-02-16,23.752899169921875
2006-03-16,23.879302978515625
2006-04-16,23.392486572265625
2006-05-16,23.8995361328125
2006-06-16,25.2283935546875
2006-07-16,25.65216064453125
2006-08-16,26.3621826171875
2006-09-16,26.388092041015625
2006-10-16,26.554931640625
2006-11-16,26.209869384765625
2006-12-16,24.900115966796875
2007-01-16,24.163421630859375
2007-02-16,23.7000732421875
2007-03-16,24.03875732421875
2007-04-16,24.2452392578125
2007-05-16,24.717010498046875
2007-06-16,25.44366455078125
2007-07-16,25.682373046875
2007-08-16,26.3785400390625
2007-09-16,26.370574951171875
2007-10-16,25.90679931640625
2007-11-16,25.53509521484375
2007-12-16,24.653900146484375
2008-01-16,23.62548828125
2008-02-16,23.80902099609375
2008-03-16,24.126800537109375
2008-04-16,23.938385009765625
2008-05-16,24.669036865234375
2008-06-16,25.306610107421875
2008-07-16,26.20599365234375
2008-08-16,25.976593017578125
2008-09-16,26.42535400390625
2008-10-16,26.0753173828125
2008-11-16,25.442108154296875
2008-12-16,24.553955078125
2009-01-16,23.9063720703125
2009-02-16,23.3624267578125
2009-03-16,22.8367919921875
2009-04-16,22.85870361328125
2009-05-16,24.671722412109375
2009-06-16,25.460968017578125
2009-07-16,25.668121337890625
2009-08-16,26.09088134765625
2009-09-16,26.405487060546875
2009-10-16,26.570343017578125
2009-11-16,25.528045654296875
2009-12-16,24.52374267578125
2010-01-16,24.159759521484375
2010-02-16,23.872039794921875
2010-03-16,23.61871337890625
2010-04-16,23.46905517578125
2010-05-16,24.223175048828125
2010-06-16,25.001556396484375
2010-07-16,25.543701171875
2010-08-16,25.564178466796875
2010-09-16,25.97674560546875
2010-10-16,25.928009033203125
2010-11-16,25.28277587890625
2010-12-16,24.876251220703125
2011-01-16,24.3770751953125
2011-02-16,24.394989013671875
2011-03-16,24.0147705078125
2011-04-16,24.576751708984375
2011-05-16,25.02642822265625
2011-06-16,25.18670654296875
2011-07-16,25.26904296875
2011-08-16,25.62615966796875
2011-09-16,26.238067626953125
2011-10-16,26.084320068359375
2011-11-16,25.339447021484375
2011-12-16,23.939910888671875
2012-01-16,23.68377685546875
2012-02-16,23.482269287109375
2012-03-16,23.055999755859375
2012-04-16,23.680419921875
2012-05-16,24.21295166015625
2012-06-16,24.570556640625
2012-07-16,24.802825927734375
2012-08-16,25.36260986328125
2012-09-16,25.462890625
2012-10-16,25.8565673828125
2012-11-16,25.11273193359375
2012-12-16,24.182952880859375
2013-01-16,23.5244140625
2013-02-16,23.397857666015625
2013-03-16,23.202972412109375
2013-04-16,23.861083984375
2013-05-16,25.341339111328125
2013-06-16,25.519775390625
2013-07-16,25.92620849609375
2013-08-16,26.517730712890625
2013-09-16,26.8790283203125
2013-10-16,26.6033935546875
2013-11-16,26.02337646484375
2013-12-16,25.044403076171875
2014-01-16,24.37005615234375
2014-02-16,24.397216796875
2014-03-16,24.048309326171875
2014-04-16,24.071624755859375
2014-05-16,25.0753173828125
2014-06-16,26.08953857421875
2014-07-16,26.2276611328125
2014-08-16,26.96527099609375
2014-09-16,27.72479248046875
2014-10-16,27.4654541015625
2014-11-16,26.252197265625
2014-12-16,24.789886474609375
2015-01-16,23.981201171875
2015-02-16,24.2581787109375
2015-03-16,23.92425537109375
2015-04-16,24.50714111328125
2015-05-16,24.811981201171875
2015-06-16,25.642578125
2015-07-16,26.782470703125
2015-08-16,27.56396484375
2015-09-16,28.215789794921875
2015-10-16,26.932159423828125
2015-11-16,26.25042724609375
2015-12-16,25.473388671875
2016-01-16,24.965576171875
2016-02-16,24.420562744140625
2016-03-16,24.377655029296875
2016-04-16,24.99273681640625
2016-05-16,25.25732421875
2016-06-16,25.81427001953125
2016-07-16,26.371307373046875
2016-08-16,26.958526611328125
2016-09-16,27.033935546875
2016-10-16,26.594482421875
2016-11-16,25.555084228515625
2016-12-16,24.88446044921875
2017-01-16,24.305419921875
2017-02-16,24.021331787109375
2017-03-16,24.4849853515625
2017-04-16,25.4254150390625
2017-05-16,26.030670166015625
2017-06-16,26.278656005859375
2017-07-16,26.616668701171875
2017-08-16,27.1611328125
2017-09-16,27.37872314453125
2017-10-16,26.569183349609375
2017-11-16,26.06158447265625
2017-12-16,24.6383056640625
2018-01-16,24.255584716796875
