date,sst
2002-06-16,15.6353759765625
2002-07-16,18.49322509765625
2002-08-16,18.606201171875
2002-09-16,18.6630859375
2002-10-16,17.68389892578125
2002-11-16,16.477935791015625
2002-12-16,15.59814453125
2003-01-16,15.720123291015623
2003-02-16,14.939697265625
2003-03-16,14.547515869140623
2003-04-16,14.15447998046875
2003-05-16,14.67474365234375
2003-06-16,17.006195068359375
2003-07-16,19.10650634765625
2003-08-16,19.572357177734375
2003-09-16,18.4276123046875
2003-10-16,17.433258056640625
2003-11-16,15.999542236328123
2003-12-16,14.71380615234375
2004-01-16,14.201385498046877
2004-02-16,14.018402099609377
2004-03-16,14.803131103515623
2004-04-16,15.106842041015623
2004-05-16,16.692352294921875
2004-06-16,17.299102783203125
2004-07-16,18.66424560546875
2004-08-16,19.375335693359375
2004-09-16,20.32568359375
2004-10-16,18.171722412109375
2004-11-16,17.228729248046875
2004-12-16,15.242462158203123
2005-01-16,15.05706787109375
2005-02-16,14.974517822265623
2005-03-16,15.484222412109377
2005-04-16,14.842132568359377
2005-05-16,16.406494140625
2005-06-16,16.600067138671875
2005-07-16,17.97406005859375
2005-08-16,19.80010986328125
2005-09-16,19.20123291015625
2005-10-16,17.61517333984375
2005-11-16,15.87255859375
2005-12-16,14.79559326171875
2006-01-16,14.041290283203123
2006-02-16,14.592926025390623
2006-03-16,13.159881591796877
2006-04-16,14.908721923828123
2006-05-16,16.795379638671875
2006-06-16,18.74859619140625
2006-07-16,20.9451904296875
2006-08-16,21.23870849609375
2006-09-16,19.039825439453125
2006-10-16,17.3218994140625
2006-11-16,17.423858642578125
2006-12-16,16.092132568359375
2007-01-16,14.5675048828125
2007-02-16,14.5887451171875
2007-03-16,14.405914306640623
2007-04-16,14.561798095703123
2007-05-16,15.531005859375
2007-06-16,17.28179931640625
2007-07-16,19.80615234375
2007-08-16,20.516357421875
2007-09-16,18.976837158203125
2007-10-16,17.606292724609375
2007-11-16,16.017059326171875
2007-12-16,14.293121337890623
2008-01-16,13.508636474609377
2008-02-16,13.253021240234377
2008-03-16,13.96209716796875
2008-04-16,14.150787353515623
2008-05-16,15.319793701171877
2008-06-16,18.15472412109375
2008-07-16,19.655975341796875
2008-08-16,20.73797607421875
2008-09-16,19.640838623046875
2008-10-16,18.53985595703125
2008-11-16,16.903411865234375
2008-12-16,14.991943359375
2009-01-16,14.01495361328125
2009-02-16,13.75469970703125
2009-03-16,13.864715576171877
2009-04-16,14.73016357421875
2009-05-16,16.684417724609375
2009-06-16,17.397796630859375
2009-07-16,19.3057861328125
2009-08-16,19.567840576171875
2009-09-16,19.73675537109375
2009-10-16,18.53936767578125
2009-11-16,17.1544189453125
2009-12-16,15.044158935546877
2010-01-16,15.3731689453125
2010-02-16,14.966339111328123
2010-03-16,14.66265869140625
2010-04-16,14.60235595703125
2010-05-16,14.7799072265625
2010-06-16,16.9517822265625
2010-07-16,17.1817626953125
2010-08-16,18.22198486328125
2010-09-16,17.88494873046875
2010-10-16,17.92218017578125
2010-11-16,16.063018798828125
2010-12-16,14.21478271484375
2011-01-16,14.11920166015625
2011-02-16,14.17962646484375
2011-03-16,13.5491943359375
2011-04-16,14.904205322265623
2011-05-16,15.876708984375
2011-06-16,16.83380126953125
2011-07-16,19.065521240234375
2011-08-16,19.20184326171875
2011-09-16,18.67596435546875
2011-10-16,17.45648193359375
2011-11-16,16.0208740234375
2011-12-16,15.17413330078125
2012-01-16,14.6512451171875
2012-02-16,13.998687744140623
2012-03-16,13.438873291015623
2012-04-16,14.238128662109377
2012-05-16,16.57476806640625
2012-06-16,17.38690185546875
2012-07-16,18.360931396484375
