day,temp_c_avg_shade,temp_c_min_shade,temp_c_max_shade,temp_c_avg_sun,temp_c_min_sun,temp_c_max_sun
2019-07-28T00:00:00Z,22.8625,17.5,25.3,23.425,18.3,25.3
2019-07-29T00:00:00Z,22.325,18.8,24.1,22.7875,19.6,24.2
2019-07-30T00:00:00Z,22.45,17.3,25.3,23.566666666666666,18.4,32.9
2019-07-31T00:00:00Z,22.745833333333334,18.6,25.9,24.4375,18.3,35.8
2019-08-01T00:00:00Z,23.3125,19.5,26.8,25.22083333333333,20.9,34.8
2019-08-02T00:00:00Z,23.9375,19.7,31.8,26.054166666666667,19.4,38.8
2019-08-03T00:00:00Z,24.483333333333334,18.9,33.9,26.279166666666665,18.5,37.6
2019-08-04T00:00:00Z,23.075,20.1,24.9,23.654166666666665,20.6,25.9
2019-08-05T00:00:00Z,21.558333333333334,18.8,22.4,21.920833333333334,21.1,23.2
2019-08-06T00:00:00Z,22.0125,21.3,22.8,22.233333333333334,21.5,23.2
2019-08-07T00:00:00Z,22.8625,22,25.6,22.9,22.1,25.1
2019-08-08T00:00:00Z,23.395833333333332,20.5,26.8,23.604166666666668,21.9,26.5
2019-08-09T00:00:00Z,23.03333333333333,17.9,26.4,23.758333333333333,21.8,25.8
2019-08-10T00:00:00Z,23.2625,19.4,25.5,23.8,19.5,25.5
2019-08-11T00:00:00Z,23.3,19.8,25,24.108333333333334,19.4,29.4
2019-08-12T00:00:00Z,23.429166666666667,19.3,26.1,24.945833333333333,20,36.2
2019-08-13T00:00:00Z,23.370833333333334,18.6,25.9,24.9875,20.5,35
2019-08-14T00:00:00Z,23.59583333333333,19.8,25.6,24.604166666666668,22.7,30.4
2019-08-15T00:00:00Z,21.591666666666665,18.4,22.7,22.55,21.1,27.3
2019-08-16T00:00:00Z,21.275,19.3,22.6,21.829166666666666,19.7,25.7
2019-08-17T00:00:00Z,22.1,17.9,30.9,23.358333333333334,20,35.5
2019-08-18T00:00:00Z,22.645833333333332,17,33.6,24.541666666666668,17.4,38.7
2019-08-19T00:00:00Z,24.616666666666667,19.2,38.7,26.120833333333334,18.9,41.5
2019-08-20T00:00:00Z,24.733333333333334,20.1,33.9,25.491666666666667,20.3,35.5
2019-08-21T00:00:00Z,23.541666666666668,21.9,24.8,24.0375,23.4,24.9
2019-08-22T00:00:00Z,23.070833333333333,22.3,24.3,23.2,22.4,24.6
2019-08-23T00:00:00Z,22.3375,21.4,23.6,22.466666666666665,21.5,23.7
2019-08-24T00:00:00Z,23.016666666666666,21.9,24.6,23.129166666666666,22,24.8
2019-08-25T00:00:00Z,22.995833333333334,20.2,24.9,23.2375,21.8,25
2019-08-26T00:00:00Z,22.075,18.3,23.6,22.570833333333333,19.2,23.7
2019-08-27T00:00:00Z,22.2,18.9,24.6,22.766666666666666,19.4,25
2019-08-28T00:00:00Z,22.3,18.8,24.7,23.2375,19.8,29
2019-08-29T00:00:00Z,22.183333333333334,18.5,25.4,23.425,18.5,36.9
2019-08-30T00:00:00Z,22.791666666666664,17.4,27.6,24.441666666666666,17.1,35.7
2019-08-31T00:00:00Z,22.951351351351352,18.1,37.9,24.940540540540542,17.6,41.5
2019-09-01T00:00:00Z,24.816666666666666,19.5,39.4,26.404166666666665,18.9,40.5
2019-09-02T00:00:00Z,25.495833333333334,20.7,38.5,26.379166666666666,20.3,38.6
2019-09-03T00:00:00Z,25.4375,21.3,38.5,26.016666666666666,20.9,38.4
2019-09-04T00:00:00Z,25.27916666666667,22.2,37.7,25.0875,22.3,31.6
2019-09-05T00:00:00Z,23.691666666666666,20.8,24.8,24.025,23.5,25
2019-09-06T00:00:00Z,22.304166666666667,21.8,23.6,22.391666666666666,21.9,23.7
2019-09-07T00:00:00Z,21.929166666666667,21.4,22.6,21.9875,21.4,22.6
2019-09-08T00:00:00Z,22.5375,21,24,22.65,21.6,24.1
2019-09-09T00:00:00Z,22.6875,18.9,24.5,23.141666666666666,19.9,24.6
2019-09-10T00:00:00Z,23.254166666666666,20.1,26.1,23.591666666666665,20.3,26.5
2019-09-11T00:00:00Z,23.391666666666666,20.4,27.1,24.520833333333332,19.8,36.4
2019-09-12T00:00:00Z,23.84583333333333,19.7,27.3,25.725,19,39.5
2019-09-13T00:00:00Z,24.504166666666666,21.6,28.6,26.466666666666665,21.4,40
2019-09-14T00:00:00Z,24.716666666666665,22.5,27.9,26.304166666666667,22.8,36.1
2019-09-15T00:00:00Z,25.0125,21.7,28.4,26.175,22.3,35.2
2019-09-16T00:00:00Z,25.7125,22.1,38.5,27.183333333333334,22.3,39.3
2019-09-17T00:00:00Z,25.020833333333332,19.9,36.9,26.325,19.6,40.2
2019-09-18T00:00:00Z,25.591666666666665,22.2,35.7,26.220833333333335,22.1,38.1
2019-09-19T00:00:00Z,25.195833333333333,20.6,41.1,25.779166666666665,20.4,40.5
2019-09-20T00:00:00Z,25.008333333333333,21.4,34.3,24.866666666666667,21.1,29.2
2019-09-21T00:00:00Z,24.670833333333334,21.8,27.8,24.979166666666668,23.5,27.9
2019-09-22T00:00:00Z,25.245833333333334,23.6,26.9,25.3875,24.2,27
2019-09-23T00:00:00Z,23.6375,22.1,25.6,23.733333333333334,22.2,25.7
2019-09-24T00:00:00Z,21.8375,18.6,23,22.083333333333332,20.8,23.1
2019-09-25T00:00:00Z,21.979166666666668,19.3,23.2,22.283333333333335,20.2,23.5
2019-09-26T00:00:00Z,22.433333333333334,20.1,25.2,22.804166666666667,20.8,26.6
2019-09-27T00:00:00Z,22.71666666666667,21.2,23.8,22.983333333333334,21.5,25.2
2019-09-28T00:00:00Z,23.3625,21.2,26.5,24.6375,21.7,32.4
2019-09-29T00:00:00Z,22.7,20.3,24.7,23.8,21,33.2
