day,Low,Lower-Mid,Mid,Upper-Mid,High
2001-06-09T00:00:00Z,NA,NA,10.765,NA,NA
2001-06-10T00:00:00Z,NA,NA,11.0525,NA,NA
2001-06-11T00:00:00Z,NA,NA,10.98,NA,NA
2001-06-12T00:00:00Z,NA,NA,10.3325,NA,NA
2001-06-13T00:00:00Z,NA,NA,10.98,NA,NA
2001-06-14T00:00:00Z,NA,NA,10.3325,NA,NA
2001-06-15T00:00:00Z,NA,NA,11.05,NA,NA
2001-06-16T00:00:00Z,NA,NA,11.05,NA,NA
2001-06-17T00:00:00Z,NA,NA,13.7225,NA,NA
2001-06-18T00:00:00Z,NA,NA,13.2925,NA,NA
2001-06-19T00:00:00Z,NA,NA,16.4725,NA,NA
2001-06-20T00:00:00Z,NA,NA,14.4025,NA,NA
2001-06-21T00:00:00Z,NA,NA,16.57,NA,NA
2001-06-22T00:00:00Z,NA,NA,15.1175,NA,NA
2001-06-23T00:00:00Z,NA,NA,13.1425,NA,NA
2001-06-24T00:00:00Z,NA,NA,11.2675,NA,NA
2001-06-25T00:00:00Z,NA,NA,10.907499999999999,NA,NA
2001-06-26T00:00:00Z,NA,NA,10.405000000000001,NA,NA
2001-06-27T00:00:00Z,NA,NA,11.485,NA,NA
2001-06-28T00:00:00Z,NA,NA,11.9875,NA,NA
2001-06-29T00:00:00Z,NA,NA,12.4925,NA,NA
2001-06-30T00:00:00Z,NA,NA,12.7825,NA,NA
2001-07-01T00:00:00Z,NA,NA,12.2,NA,NA
2001-07-02T00:00:00Z,NA,NA,13.435,NA,NA
2001-07-03T00:00:00Z,NA,NA,14.162500000000001,NA,NA
2001-07-04T00:00:00Z,NA,NA,14.68,NA,NA
2001-07-05T00:00:00Z,NA,NA,14.0125,NA,NA
2001-07-06T00:00:00Z,NA,NA,14.3025,NA,NA
2001-07-07T00:00:00Z,NA,NA,13.502500000000001,NA,NA
2001-07-08T00:00:00Z,NA,NA,14.5225,NA,NA
2001-07-09T00:00:00Z,NA,NA,15.175,NA,NA
2001-07-10T00:00:00Z,NA,NA,15.1025,NA,NA
2001-07-11T00:00:00Z,NA,NA,15.18,NA,NA
2001-07-12T00:00:00Z,NA,NA,15.7625,NA,NA
2001-07-13T00:00:00Z,NA,NA,14.9575,NA,NA
2001-07-14T00:00:00Z,NA,NA,14.8125,NA,NA
2001-07-15T00:00:00Z,NA,NA,11.485,NA,NA
2001-07-16T00:00:00Z,NA,NA,13,NA,NA
2001-07-17T00:00:00Z,NA,NA,11.7725,NA,NA
2001-07-18T00:00:00Z,NA,NA,13.95,NA,NA
2001-07-19T00:00:00Z,NA,NA,15.4775,NA,NA
2001-07-20T00:00:00Z,NA,NA,13.58,NA,NA
2001-07-21T00:00:00Z,NA,NA,14.4525,NA,NA
2001-07-22T00:00:00Z,NA,NA,14.6075,NA,NA
2001-07-23T00:00:00Z,NA,NA,11.7,NA,NA
2001-07-24T00:00:00Z,NA,NA,12.42,NA,NA
2001-07-25T00:00:00Z,NA,NA,12.42,NA,NA
2001-07-26T00:00:00Z,NA,NA,13.215,NA,NA
